EqupmentIDChar,EquipmentIDNum,EquipmentName,Description,Status,Location 
PWB,209,Power Supply,Benchtop,Available,Secondary
PWB,210,Power Supply,Benchtop,Available,Primary
PWB,211,Power Supply,Benchtop,Checked Out,Out
PWB,212,Power Supply,Benchtop,Available,Secondary
PWB,213,Power Supply,Benchtop,Available,Primary
PWB,214,Power Supply,Benchtop,Available,Secondary
PWB,215,Power Supply,Benchtop,Checked Out,Out
PWB,216,Power Supply,Benchtop,Checked Out,Out
PWB,217,Power Supply,Benchtop,Checked Out,Out
PWB,218,Power Supply,Benchtop,Available,Secondary
PWB,219,Power Supply,Benchtop,Checked Out,Out
PWB,220,Power Supply,Benchtop,Available,Primary
PWB,221,Power Supply,Benchtop,Available,Primary
PWB,222,Power Supply,Benchtop,Available,Primary
PWB,223,Power Supply,Benchtop,Available,Secondary
PWB,224,Power Supply,Benchtop,Checked Out,Out
PWB,225,Power Supply,Benchtop,Checked Out,Out
PWB,226,Power Supply,Benchtop,Checked Out,Out
PWB,227,Power Supply,Benchtop,Available,Secondary
PWB,228,Power Supply,Benchtop,Checked Out,Out
PWB,229,Power Supply,Benchtop,Available,Secondary
PWB,230,Power Supply,Benchtop,Checked Out,Out
PWB,231,Power Supply,Benchtop,Checked Out,Out
PWB,232,Power Supply,Benchtop,Checked Out,Out
PWB,233,Power Supply,Benchtop,Checked Out,Out
PWB,234,Power Supply,Benchtop,Checked Out,Out
PWB,235,Power Supply,Benchtop,Checked Out,Out
PWB,236,Power Supply,Benchtop,Checked Out,Out
PWB,237,Power Supply,Benchtop,Checked Out,Out
PWB,238,Power Supply,Benchtop,Available,Secondary
PWB,239,Power Supply,Benchtop,Checked Out,Out
PWB,240,Power Supply,Benchtop,Available,Secondary
PWB,241,Power Supply,Benchtop,Checked Out,Out
PWB,242,Power Supply,Benchtop,Available,Secondary
PWB,243,Power Supply,Benchtop,Checked Out,Out
PWB,244,Power Supply,Benchtop,Checked Out,Out
PWB,245,Power Supply,Benchtop,Checked Out,Out
PWB,246,Power Supply,Benchtop,Available,Primary
PWB,247,Power Supply,Benchtop,Available,Secondary
PWB,248,Power Supply,Benchtop,Available,Primary
PWB,249,Power Supply,Benchtop,Checked Out,Out
PWB,250,Power Supply,Benchtop,Checked Out,Out
PWB,251,Power Supply,Benchtop,Available,Secondary
PWB,252,Power Supply,Benchtop,Checked Out,Out
PWB,253,Power Supply,Benchtop,Available,Secondary
PWB,254,Power Supply,Benchtop,Checked Out,Out
PWB,255,Power Supply,Benchtop,Available,Primary
PWB,256,Power Supply,Benchtop,Checked Out,Out
PWB,257,Power Supply,Benchtop,Available,Secondary
PWB,258,Power Supply,Benchtop,Checked Out,Out
PWB,259,Power Supply,Benchtop,Checked Out,Out
PWB,260,Power Supply,Benchtop,Checked Out,Out
PWB,261,Power Supply,Benchtop,Available,Secondary
PWB,262,Power Supply,Benchtop,Available,Secondary
PWB,263,Power Supply,Benchtop,Available,Secondary
PWB,264,Power Supply,Benchtop,Checked Out,Out
PWB,265,Power Supply,Benchtop,Available,Primary
PWB,266,Power Supply,Benchtop,Available,Primary
PWB,267,Power Supply,Benchtop,Checked Out,Out
PWB,268,Power Supply,Benchtop,Available,Primary
PWB,269,Power Supply,Benchtop,Checked Out,Out
PWB,270,Power Supply,Benchtop,Checked Out,Out
PWB,271,Power Supply,Benchtop,Checked Out,Out
PWB,272,Power Supply,Benchtop,Checked Out,Out
PWB,273,Power Supply,Benchtop,Available,Primary
PWB,274,Power Supply,Benchtop,Checked Out,Out
PWB,275,Power Supply,Benchtop,Checked Out,Out
PWB,276,Power Supply,Benchtop,Available,Primary
PWB,277,Power Supply,Benchtop,Checked Out,Out
PWB,278,Power Supply,Benchtop,Available,Primary
PWB,279,Power Supply,Benchtop,Checked Out,Out
PWB,280,Power Supply,Benchtop,Checked Out,Out
PWB,281,Power Supply,Benchtop,Checked Out,Out
PWB,282,Power Supply,Benchtop,Available,Primary
PWB,283,Power Supply,Benchtop,Available,Secondary
PWB,284,Power Supply,Benchtop,Available,Secondary
PWB,285,Power Supply,Benchtop,Checked Out,Out
PWB,286,Power Supply,Benchtop,Available,Primary
PWB,287,Power Supply,Benchtop,Available,Primary
PWB,288,Power Supply,Benchtop,Checked Out,Out
PWB,289,Power Supply,Benchtop,Available,Secondary
PWB,290,Power Supply,Benchtop,Available,Primary
PWB,291,Power Supply,Benchtop,Checked Out,Out
PWB,292,Power Supply,Benchtop,Available,Primary
PWB,293,Power Supply,Benchtop,Checked Out,Out
PWB,294,Power Supply,Benchtop,Available,Primary
PWB,295,Power Supply,Benchtop,Checked Out,Out
PWB,296,Power Supply,Benchtop,Available,Secondary
PWB,297,Power Supply,Benchtop,Available,Secondary
PWB,298,Power Supply,Benchtop,Checked Out,Out
PWB,299,Power Supply,Benchtop,Checked Out,Out
PWB,300,Power Supply,Benchtop,Checked Out,Out
PWB,301,Power Supply,Benchtop,Available,Secondary
PWB,302,Power Supply,Benchtop,Checked Out,Out
PWB,303,Power Supply,Benchtop,Checked Out,Out
PWB,304,Power Supply,Benchtop,Available,Secondary
PWB,305,Power Supply,Benchtop,Checked Out,Out
PWB,306,Power Supply,Benchtop,Available,Secondary
PWB,307,Power Supply,Benchtop,Available,Primary
PWB,308,Power Supply,Benchtop,Available,Secondary
PWB,309,Power Supply,Benchtop,Available,Secondary
PWB,310,Power Supply,Benchtop,Checked Out,Out
PWB,311,Power Supply,Benchtop,Available,Secondary
PWB,312,Power Supply,Benchtop,Checked Out,Out
PWB,313,Power Supply,Benchtop,Available,Primary
PWB,314,Power Supply,Benchtop,Available,Primary
PWB,315,Power Supply,Benchtop,Available,Secondary
PWB,316,Power Supply,Benchtop,Checked Out,Out
PWB,317,Power Supply,Benchtop,Checked Out,Out
PWB,318,Power Supply,Benchtop,Available,Primary
PWB,319,Power Supply,Benchtop,Available,Primary
PWB,320,Power Supply,Benchtop,Available,Primary
PWB,321,Power Supply,Benchtop,Checked Out,Out
PWB,322,Power Supply,Benchtop,Checked Out,Out
PWB,323,Power Supply,Benchtop,Available,Primary
PWB,324,Power Supply,Benchtop,Checked Out,Out
PWB,325,Power Supply,Benchtop,Checked Out,Out
PWB,326,Power Supply,Benchtop,Checked Out,Out
PWB,327,Power Supply,Benchtop,Checked Out,Out
PWB,328,Power Supply,Benchtop,Checked Out,Out
PWB,329,Power Supply,Benchtop,Checked Out,Out
PWB,330,Power Supply,Benchtop,Checked Out,Out
PWB,331,Power Supply,Benchtop,Checked Out,Out
PWB,332,Power Supply,Benchtop,Checked Out,Out
PWB,333,Power Supply,Benchtop,Available,Primary
PWB,334,Power Supply,Benchtop,Checked Out,Out
PWB,335,Power Supply,Benchtop,Checked Out,Out
PWB,336,Power Supply,Benchtop,Checked Out,Out
PWB,337,Power Supply,Benchtop,Checked Out,Out
PWB,338,Power Supply,Benchtop,Available,Secondary
PWB,339,Power Supply,Benchtop,Checked Out,Out
PWB,340,Power Supply,Benchtop,Checked Out,Out
PWB,341,Power Supply,Benchtop,Checked Out,Out
PWB,342,Power Supply,Benchtop,Available,Secondary
PWB,343,Power Supply,Benchtop,Checked Out,Out
PWB,344,Power Supply,Benchtop,Available,Secondary
PWB,345,Power Supply,Benchtop,Available,Secondary
PWB,346,Power Supply,Benchtop,Available,Primary
PWB,347,Power Supply,Benchtop,Available,Secondary
PWB,348,Power Supply,Benchtop,Checked Out,Out
PWB,349,Power Supply,Benchtop,Checked Out,Out
PWB,350,Power Supply,Benchtop,Available,Primary
PWB,351,Power Supply,Benchtop,Available,Secondary
PWB,352,Power Supply,Benchtop,Available,Secondary
PWB,353,Power Supply,Benchtop,Available,Primary
PWB,354,Power Supply,Benchtop,Available,Primary
PWB,355,Power Supply,Benchtop,Checked Out,Out
PWB,356,Power Supply,Benchtop,Checked Out,Out
PWB,357,Power Supply,Benchtop,Checked Out,Out
PWB,358,Power Supply,Benchtop,Available,Primary
PWB,359,Power Supply,Benchtop,Checked Out,Out
PWB,360,Power Supply,Benchtop,Available,Secondary
PWB,361,Power Supply,Benchtop,Checked Out,Out
PWB,362,Power Supply,Benchtop,Available,Primary
PWB,363,Power Supply,Benchtop,Available,Primary
PWB,364,Power Supply,Benchtop,Checked Out,Out
PWB,365,Power Supply,Benchtop,Checked Out,Out
PWB,366,Power Supply,Benchtop,Checked Out,Out
PWB,367,Power Supply,Benchtop,Checked Out,Out
PWB,368,Power Supply,Benchtop,Checked Out,Out
PWB,369,Power Supply,Benchtop,Available,Secondary
PWB,370,Power Supply,Benchtop,Available,Primary
PWB,371,Power Supply,Benchtop,Available,Primary
PWB,372,Power Supply,Benchtop,Checked Out,Out
PWB,373,Power Supply,Benchtop,Checked Out,Out
PWB,374,Power Supply,Benchtop,Available,Secondary
PWB,375,Power Supply,Benchtop,Available,Primary
PWB,376,Power Supply,Benchtop,Available,Primary
PWB,377,Power Supply,Benchtop,Available,Secondary
PWB,378,Power Supply,Benchtop,Available,Secondary
PWB,379,Power Supply,Benchtop,Checked Out,Out
PWB,380,Power Supply,Benchtop,Checked Out,Out
PWB,381,Power Supply,Benchtop,Checked Out,Out
PWB,382,Power Supply,Benchtop,Checked Out,Out
PWB,383,Power Supply,Benchtop,Available,Secondary
PWB,384,Power Supply,Benchtop,Checked Out,Out
PWB,385,Power Supply,Benchtop,Available,Primary
PWB,386,Power Supply,Benchtop,Available,Primary
PWB,387,Power Supply,Benchtop,Available,Secondary
PWB,388,Power Supply,Benchtop,Checked Out,Out
PWB,389,Power Supply,Benchtop,Available,Primary
PWB,390,Power Supply,Benchtop,Checked Out,Out
PWB,391,Power Supply,Benchtop,Available,Primary
PWB,392,Power Supply,Benchtop,Checked Out,Out
PWB,393,Power Supply,Benchtop,Checked Out,Out
PWB,394,Power Supply,Benchtop,Checked Out,Out
PWB,395,Power Supply,Benchtop,Checked Out,Out
PWB,396,Power Supply,Benchtop,Available,Secondary
PWB,397,Power Supply,Benchtop,Checked Out,Out
PWB,398,Power Supply,Benchtop,Available,Secondary
PWB,399,Power Supply,Benchtop,Available,Primary
PWB,400,Power Supply,Benchtop,Checked Out,Out
PWB,401,Power Supply,Benchtop,Checked Out,Out
PWB,402,Power Supply,Benchtop,Available,Secondary
PWB,403,Power Supply,Benchtop,Available,Primary
PWB,404,Power Supply,Benchtop,Checked Out,Out
PWB,405,Power Supply,Benchtop,Available,Primary
PWB,406,Power Supply,Benchtop,Available,Primary
PWB,407,Power Supply,Benchtop,Available,Primary
PWB,408,Power Supply,Benchtop,Checked Out,Out
PWB,409,Power Supply,Benchtop,Available,Primary
PWB,410,Power Supply,Benchtop,Available,Secondary
PWB,411,Power Supply,Benchtop,Available,Primary
PWB,412,Power Supply,Benchtop,Available,Primary
PWB,413,Power Supply,Benchtop,Checked Out,Out
PWB,414,Power Supply,Benchtop,Available,Secondary
PWB,415,Power Supply,Benchtop,Available,Primary
PWB,416,Power Supply,Benchtop,Available,Secondary
PWB,417,Power Supply,Benchtop,Available,Primary
PWB,418,Power Supply,Benchtop,Available,Primary
PWB,419,Power Supply,Benchtop,Available,Primary
PWB,420,Power Supply,Benchtop,Checked Out,Out
PWB,421,Power Supply,Benchtop,Available,Secondary
PWB,422,Power Supply,Benchtop,Checked Out,Out
PWB,423,Power Supply,Benchtop,Available,Primary
PWB,424,Power Supply,Benchtop,Available,Secondary
PWB,425,Power Supply,Benchtop,Checked Out,Out
PWB,426,Power Supply,Benchtop,Available,Secondary
PWB,427,Power Supply,Benchtop,Available,Primary
PWB,428,Power Supply,Benchtop,Checked Out,Out
PWB,429,Power Supply,Benchtop,Checked Out,Out
PWB,430,Power Supply,Benchtop,Checked Out,Out
PWB,431,Power Supply,Benchtop,Checked Out,Out
PWB,432,Power Supply,Benchtop,Available,Secondary
PWB,433,Power Supply,Benchtop,Checked Out,Out
PWB,434,Power Supply,Benchtop,Available,Secondary
PWB,435,Power Supply,Benchtop,Available,Primary
PWB,436,Power Supply,Benchtop,Checked Out,Out
PWB,437,Power Supply,Benchtop,Available,Primary
PWB,438,Power Supply,Benchtop,Checked Out,Out
PWB,439,Power Supply,Benchtop,Available,Primary
PWB,440,Power Supply,Benchtop,Available,Secondary
PWB,441,Power Supply,Benchtop,Available,Primary
PWB,442,Power Supply,Benchtop,Checked Out,Out
PWB,443,Power Supply,Benchtop,Checked Out,Out
PWB,444,Power Supply,Benchtop,Available,Secondary
PWB,445,Power Supply,Benchtop,Checked Out,Out
PWB,446,Power Supply,Benchtop,Checked Out,Out
PWB,447,Power Supply,Benchtop,Checked Out,Out
PWB,448,Power Supply,Benchtop,Checked Out,Out
PWB,449,Power Supply,Benchtop,Checked Out,Out
PWB,450,Power Supply,Benchtop,Checked Out,Out
PWB,451,Power Supply,Benchtop,Available,Secondary
PWB,452,Power Supply,Benchtop,Checked Out,Out
PWB,453,Power Supply,Benchtop,Available,Secondary
PWB,454,Power Supply,Benchtop,Available,Secondary
PWB,455,Power Supply,Benchtop,Available,Primary
PWB,456,Power Supply,Benchtop,Checked Out,Out
PWB,457,Power Supply,Benchtop,Checked Out,Out
PWB,458,Power Supply,Benchtop,Available,Secondary
PWB,459,Power Supply,Benchtop,Checked Out,Out
PWB,460,Power Supply,Benchtop,Available,Secondary
PWB,461,Power Supply,Benchtop,Checked Out,Out
PWB,462,Power Supply,Benchtop,Available,Secondary
PWB,463,Power Supply,Benchtop,Available,Primary
PWB,464,Power Supply,Benchtop,Available,Secondary
PWB,465,Power Supply,Benchtop,Checked Out,Out
PWB,466,Power Supply,Benchtop,Checked Out,Out
PWB,467,Power Supply,Benchtop,Checked Out,Out
PWB,468,Power Supply,Benchtop,Checked Out,Out
PWB,469,Power Supply,Benchtop,Available,Secondary
PWB,470,Power Supply,Benchtop,Available,Secondary
PWB,471,Power Supply,Benchtop,Checked Out,Out
PWB,472,Power Supply,Benchtop,Checked Out,Out
PWB,473,Power Supply,Benchtop,Checked Out,Out
PWB,474,Power Supply,Benchtop,Available,Primary
PWB,475,Power Supply,Benchtop,Checked Out,Out
PWB,476,Power Supply,Benchtop,Available,Primary
PWB,477,Power Supply,Benchtop,Available,Primary
PWB,478,Power Supply,Benchtop,Checked Out,Out
PWB,479,Power Supply,Benchtop,Checked Out,Out
PWB,480,Power Supply,Benchtop,Checked Out,Out
PWB,481,Power Supply,Benchtop,Checked Out,Out
PWB,482,Power Supply,Benchtop,Checked Out,Out
PWB,483,Power Supply,Benchtop,Available,Secondary
PWB,484,Power Supply,Benchtop,Available,Primary
PWB,485,Power Supply,Benchtop,Checked Out,Out
PWB,486,Power Supply,Benchtop,Checked Out,Out
PWB,487,Power Supply,Benchtop,Checked Out,Out
PWB,488,Power Supply,Benchtop,Available,Primary
PWB,489,Power Supply,Benchtop,Checked Out,Out
PWB,490,Power Supply,Benchtop,Checked Out,Out
PWB,491,Power Supply,Benchtop,Available,Primary
PWB,492,Power Supply,Benchtop,Available,Secondary
PWB,493,Power Supply,Benchtop,Available,Primary
PWB,494,Power Supply,Benchtop,Checked Out,Out
PWB,495,Power Supply,Benchtop,Available,Secondary
PWB,496,Power Supply,Benchtop,Available,Secondary
PWB,497,Power Supply,Benchtop,Available,Primary
PWB,498,Power Supply,Benchtop,Available,Secondary
PWB,499,Power Supply,Benchtop,Available,Secondary
PWB,500,Power Supply,Benchtop,Checked Out,Out
PWB,501,Power Supply,Benchtop,Available,Primary
PWB,502,Power Supply,Benchtop,Available,Primary
PWB,503,Power Supply,Benchtop,Available,Primary
PWB,504,Power Supply,Benchtop,Available,Secondary
PWB,505,Power Supply,Benchtop,Available,Secondary
PWB,506,Power Supply,Benchtop,Checked Out,Out
PWB,507,Power Supply,Benchtop,Checked Out,Out
PWB,508,Power Supply,Benchtop,Checked Out,Out
PWB,509,Power Supply,Benchtop,Available,Primary
PWB,510,Power Supply,Benchtop,Checked Out,Out
PWB,511,Power Supply,Benchtop,Checked Out,Out
PWB,512,Power Supply,Benchtop,Available,Primary
PWB,513,Power Supply,Benchtop,Available,Secondary
PWB,514,Power Supply,Benchtop,Checked Out,Out
PWB,515,Power Supply,Benchtop,Available,Secondary
PWB,516,Power Supply,Benchtop,Available,Primary
PWB,517,Power Supply,Benchtop,Checked Out,Out
PWB,518,Power Supply,Benchtop,Checked Out,Out
PWB,519,Power Supply,Benchtop,Checked Out,Out
PWB,520,Power Supply,Benchtop,Checked Out,Out
PWB,521,Power Supply,Benchtop,Checked Out,Out
PWB,522,Power Supply,Benchtop,Available,Primary
PWB,523,Power Supply,Benchtop,Available,Secondary
PWB,524,Power Supply,Benchtop,Checked Out,Out
PWB,525,Power Supply,Benchtop,Checked Out,Out
PWB,526,Power Supply,Benchtop,Checked Out,Out
PWB,527,Power Supply,Benchtop,Checked Out,Out
PWB,528,Power Supply,Benchtop,Available,Primary
PWB,529,Power Supply,Benchtop,Available,Primary
PWB,530,Power Supply,Benchtop,Checked Out,Out
PWB,531,Power Supply,Benchtop,Available,Primary
PWB,532,Power Supply,Benchtop,Checked Out,Out
PWB,533,Power Supply,Benchtop,Checked Out,Out
PWB,534,Power Supply,Benchtop,Checked Out,Out
PWB,535,Power Supply,Benchtop,Available,Secondary
PWB,536,Power Supply,Benchtop,Checked Out,Out
PWB,537,Power Supply,Benchtop,Available,Secondary
PWB,538,Power Supply,Benchtop,Available,Primary
PWB,539,Power Supply,Benchtop,Available,Secondary
PWB,540,Power Supply,Benchtop,Available,Secondary
PWB,541,Power Supply,Benchtop,Available,Secondary
PWB,542,Power Supply,Benchtop,Available,Primary
PWB,543,Power Supply,Benchtop,Checked Out,Out
PWB,544,Power Supply,Benchtop,Available,Primary
PWB,545,Power Supply,Benchtop,Available,Secondary
PWB,546,Power Supply,Benchtop,Checked Out,Out
PWB,547,Power Supply,Benchtop,Checked Out,Out
PWB,548,Power Supply,Benchtop,Available,Primary
PWB,549,Power Supply,Benchtop,Checked Out,Out
PWB,550,Power Supply,Benchtop,Checked Out,Out
PWB,551,Power Supply,Benchtop,Checked Out,Out
PWB,552,Power Supply,Benchtop,Available,Secondary
PWB,553,Power Supply,Benchtop,Checked Out,Out
PWB,554,Power Supply,Benchtop,Checked Out,Out
PWB,555,Power Supply,Benchtop,Available,Secondary
PWB,556,Power Supply,Benchtop,Available,Secondary
PWB,557,Power Supply,Benchtop,Available,Primary
PWB,558,Power Supply,Benchtop,Available,Secondary
PWB,559,Power Supply,Benchtop,Checked Out,Out
PWB,560,Power Supply,Benchtop,Checked Out,Out
PWB,561,Power Supply,Benchtop,Checked Out,Out
PWB,562,Power Supply,Benchtop,Available,Secondary
PWB,563,Power Supply,Benchtop,Available,Primary
PWB,564,Power Supply,Benchtop,Available,Primary
PWB,565,Power Supply,Benchtop,Checked Out,Out
PWB,566,Power Supply,Benchtop,Checked Out,Out
PWB,567,Power Supply,Benchtop,Available,Primary
PWB,568,Power Supply,Benchtop,Available,Primary
PWB,569,Power Supply,Benchtop,Available,Secondary
PWB,570,Power Supply,Benchtop,Checked Out,Out
PWB,571,Power Supply,Benchtop,Available,Primary
PWB,572,Power Supply,Benchtop,Checked Out,Out
PWB,573,Power Supply,Benchtop,Checked Out,Out
PWB,574,Power Supply,Benchtop,Checked Out,Out
PWB,575,Power Supply,Benchtop,Available,Secondary
PWB,576,Power Supply,Benchtop,Available,Primary
PWB,577,Power Supply,Benchtop,Checked Out,Out
PWB,578,Power Supply,Benchtop,Available,Primary
PWB,579,Power Supply,Benchtop,Checked Out,Out
PWB,580,Power Supply,Benchtop,Checked Out,Out
PWB,581,Power Supply,Benchtop,Available,Secondary
PWB,582,Power Supply,Benchtop,Available,Primary
PWB,583,Power Supply,Benchtop,Checked Out,Out
PWB,584,Power Supply,Benchtop,Available,Secondary
PWB,585,Power Supply,Benchtop,Checked Out,Out
PWB,586,Power Supply,Benchtop,Checked Out,Out
PWB,587,Power Supply,Benchtop,Checked Out,Out
PWB,588,Power Supply,Benchtop,Available,Secondary
PWB,589,Power Supply,Benchtop,Checked Out,Out
PWB,590,Power Supply,Benchtop,Checked Out,Out
PWB,591,Power Supply,Benchtop,Checked Out,Out
PWB,592,Power Supply,Benchtop,Available,Primary
PWB,593,Power Supply,Benchtop,Checked Out,Out
PWB,594,Power Supply,Benchtop,Checked Out,Out
PWB,595,Power Supply,Benchtop,Checked Out,Out
PWB,596,Power Supply,Benchtop,Checked Out,Out
PWB,597,Power Supply,Benchtop,Available,Primary
PWB,598,Power Supply,Benchtop,Available,Secondary
PWB,599,Power Supply,Benchtop,Checked Out,Out
PWB,600,Power Supply,Benchtop,Available,Secondary
PWB,601,Power Supply,Benchtop,Checked Out,Out
PWB,602,Power Supply,Benchtop,Checked Out,Out
PWB,603,Power Supply,Benchtop,Checked Out,Out
PWB,604,Power Supply,Benchtop,Available,Primary
PWB,605,Power Supply,Benchtop,Available,Secondary
PWB,606,Power Supply,Benchtop,Available,Secondary
PWB,607,Power Supply,Benchtop,Available,Primary
PWB,608,Power Supply,Benchtop,Available,Secondary
PWB,609,Power Supply,Benchtop,Checked Out,Out
PWB,610,Power Supply,Benchtop,Available,Primary
PWB,611,Power Supply,Benchtop,Available,Secondary
PWB,612,Power Supply,Benchtop,Checked Out,Out
PWB,613,Power Supply,Benchtop,Checked Out,Out
PWB,614,Power Supply,Benchtop,Checked Out,Out
PWB,615,Power Supply,Benchtop,Available,Primary
PWB,616,Power Supply,Benchtop,Checked Out,Out
PWB,617,Power Supply,Benchtop,Checked Out,Out
PWB,618,Power Supply,Benchtop,Checked Out,Out
PWB,619,Power Supply,Benchtop,Available,Primary
PWB,620,Power Supply,Benchtop,Available,Secondary
PWB,621,Power Supply,Benchtop,Checked Out,Out
PWB,622,Power Supply,Benchtop,Checked Out,Out
PWB,623,Power Supply,Benchtop,Available,Secondary
PWB,624,Power Supply,Benchtop,Available,Primary
PWB,625,Power Supply,Benchtop,Available,Secondary
PWB,626,Power Supply,Benchtop,Available,Secondary
PWB,627,Power Supply,Benchtop,Available,Primary
PWB,628,Power Supply,Benchtop,Checked Out,Out
PWB,629,Power Supply,Benchtop,Checked Out,Out
PWB,630,Power Supply,Benchtop,Checked Out,Out
PWB,631,Power Supply,Benchtop,Checked Out,Out
PWB,632,Power Supply,Benchtop,Checked Out,Out
PWB,633,Power Supply,Benchtop,Available,Primary
PWB,634,Power Supply,Benchtop,Checked Out,Out
PWB,635,Power Supply,Benchtop,Checked Out,Out
PWB,636,Power Supply,Benchtop,Available,Primary
PWB,637,Power Supply,Benchtop,Available,Secondary
PWB,638,Power Supply,Benchtop,Checked Out,Out
PWB,639,Power Supply,Benchtop,Available,Secondary
PWB,640,Power Supply,Benchtop,Checked Out,Out
PWB,641,Power Supply,Benchtop,Checked Out,Out
PWB,642,Power Supply,Benchtop,Available,Secondary
PWB,643,Power Supply,Benchtop,Available,Secondary
PWB,644,Power Supply,Benchtop,Available,Secondary
PWB,645,Power Supply,Benchtop,Checked Out,Out
PWB,646,Power Supply,Benchtop,Checked Out,Out
PWB,647,Power Supply,Benchtop,Checked Out,Out
PWB,648,Power Supply,Benchtop,Available,Primary
PWB,649,Power Supply,Benchtop,Available,Secondary
PWB,650,Power Supply,Benchtop,Available,Secondary
PWB,651,Power Supply,Benchtop,Checked Out,Out
PWW,002,Power Supply,5V Wall Wart,Available,Primary
PWW,003,Power Supply,5V Wall Wart,Checked Out,Out
PWW,004,Power Supply,5V Wall Wart,Checked Out,Out
PWW,005,Power Supply,5V Wall Wart,Available,Primary
PWW,006,Power Supply,5V Wall Wart,Available,Secondary
PWW,007,Power Supply,5V Wall Wart,Available,Secondary
PWW,008,Power Supply,5V Wall Wart,Checked Out,Out
PWW,009,Power Supply,5V Wall Wart,Checked Out,Out
PWW,010,Power Supply,5V Wall Wart,Available,Secondary
PWW,011,Power Supply,5V Wall Wart,Checked Out,Out
PWW,012,Power Supply,5V Wall Wart,Available,Secondary
PWW,013,Power Supply,5V Wall Wart,Checked Out,Out
PWW,014,Power Supply,5V Wall Wart,Checked Out,Out
PWW,015,Power Supply,5V Wall Wart,Available,Primary
PWW,016,Power Supply,5V Wall Wart,Available,Secondary
PWW,017,Power Supply,5V Wall Wart,Checked Out,Out
PWW,018,Power Supply,5V Wall Wart,Available,Primary
PWW,019,Power Supply,5V Wall Wart,Available,Secondary
PWW,020,Power Supply,5V Wall Wart,Available,Secondary
PWW,021,Power Supply,5V Wall Wart,Available,Primary
PWW,022,Power Supply,5V Wall Wart,Available,Primary
PWW,023,Power Supply,5V Wall Wart,Available,Secondary
PWW,024,Power Supply,5V Wall Wart,Checked Out,Out
PWW,025,Power Supply,5V Wall Wart,Checked Out,Out
PWW,026,Power Supply,5V Wall Wart,Checked Out,Out
PWW,027,Power Supply,5V Wall Wart,Checked Out,Out
PWW,028,Power Supply,5V Wall Wart,Checked Out,Out
PWW,029,Power Supply,5V Wall Wart,Available,Primary
PWW,030,Power Supply,5V Wall Wart,Available,Primary
PWW,031,Power Supply,5V Wall Wart,Available,Primary
PWW,032,Power Supply,5V Wall Wart,Checked Out,Out
PWW,033,Power Supply,5V Wall Wart,Checked Out,Out
PWW,034,Power Supply,5V Wall Wart,Checked Out,Out
PWW,035,Power Supply,5V Wall Wart,Checked Out,Out
PWW,036,Power Supply,5V Wall Wart,Available,Primary
PWW,037,Power Supply,5V Wall Wart,Available,Primary
PWW,038,Power Supply,5V Wall Wart,Available,Secondary
PWW,039,Power Supply,5V Wall Wart,Available,Secondary
PWW,040,Power Supply,5V Wall Wart,Available,Primary
PWW,041,Power Supply,5V Wall Wart,Available,Secondary
PWW,042,Power Supply,5V Wall Wart,Checked Out,Out
PWW,043,Power Supply,5V Wall Wart,Checked Out,Out
PWW,044,Power Supply,5V Wall Wart,Checked Out,Out
PWW,045,Power Supply,5V Wall Wart,Checked Out,Out
PWW,046,Power Supply,5V Wall Wart,Available,Secondary
PWW,047,Power Supply,5V Wall Wart,Available,Secondary
PWW,048,Power Supply,5V Wall Wart,Available,Primary
PWW,049,Power Supply,5V Wall Wart,Available,Secondary
PWW,050,Power Supply,5V Wall Wart,Checked Out,Out
PWW,051,Power Supply,5V Wall Wart,Checked Out,Out
PWW,052,Power Supply,5V Wall Wart,Available,Primary
PWW,053,Power Supply,5V Wall Wart,Checked Out,Out
PWW,054,Power Supply,5V Wall Wart,Checked Out,Out
PWW,055,Power Supply,5V Wall Wart,Available,Primary
PWW,056,Power Supply,5V Wall Wart,Checked Out,Out
PWW,057,Power Supply,5V Wall Wart,Available,Secondary
PWW,058,Power Supply,5V Wall Wart,Available,Secondary
PWW,059,Power Supply,5V Wall Wart,Available,Primary
PWW,060,Power Supply,5V Wall Wart,Available,Secondary
PWW,061,Power Supply,5V Wall Wart,Checked Out,Out
PWW,062,Power Supply,5V Wall Wart,Checked Out,Out
PWW,063,Power Supply,5V Wall Wart,Checked Out,Out
PWW,064,Power Supply,5V Wall Wart,Checked Out,Out
PWW,065,Power Supply,5V Wall Wart,Checked Out,Out
PWW,066,Power Supply,5V Wall Wart,Checked Out,Out
PWW,067,Power Supply,5V Wall Wart,Checked Out,Out
PWW,068,Power Supply,5V Wall Wart,Available,Primary
PWW,069,Power Supply,5V Wall Wart,Checked Out,Out
PWW,070,Power Supply,5V Wall Wart,Checked Out,Out
PWW,071,Power Supply,5V Wall Wart,Checked Out,Out
PWW,072,Power Supply,5V Wall Wart,Available,Secondary
PWW,073,Power Supply,5V Wall Wart,Available,Secondary
PWW,074,Power Supply,5V Wall Wart,Available,Secondary
PWW,075,Power Supply,5V Wall Wart,Available,Primary
PWW,076,Power Supply,5V Wall Wart,Available,Secondary
PWW,077,Power Supply,5V Wall Wart,Checked Out,Out
PWW,078,Power Supply,5V Wall Wart,Available,Secondary
PWW,079,Power Supply,5V Wall Wart,Checked Out,Out
PWW,080,Power Supply,5V Wall Wart,Checked Out,Out
